******************************************************
2D Histogram data - output by the VI Logic_Histogram2D_W7.vi
Group of KJ Resch, IQC/UWaterloo. 
Written by JD Nov. 2013. Modified for Win7 by JPM May 2014.
Date of measurement: 	2026-01-14	3:35 PM
321	0.15625	# bins
Meas Time (s): 	1.001
ChA: 1	ChB: 2	
115336	114305	
tAB	nAB	
23.12	0.00
23.28	1.00
23.44	1.00
23.59	0.00
23.75	0.00
23.91	3.00
24.06	2.00
24.22	2.00
24.37	1.00
24.53	1.00
24.69	0.00
24.84	1.00
25.00	0.00
